No.,Fecha inicial corte,Fecha final corte,Departamento,Municipio,Comunidad (Si aplica),Clasificación,Tema,Subtema,Tipo de dato (medida),No. De personas/porcentaje/eventos,No. De mujeres mayores de edad,No. De hombres mayores de edad,No. De mujeres menores de edad,No. De hombres menores de edad,Madres gestantes,Grupo étnico,Si es indígena indique pueblo,Texto descriptivo,Link información,Link Registro fotográfico,Observación
584,2020-03-02,2021-08-29,CUNDINAMARCA,LA PALMA,No indica,Análisis situacional,COVID 19,Contagio,Número,192.0,78,101,8,5,No indica,No indica,No indica,En el municipio de LA PALMA se tiene un total de Contagio 192,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
585,2020-03-02,2021-08-29,CUNDINAMARCA,LA PEÑA,No indica,Análisis situacional,COVID 19,Contagio,Número,76.0,34,38,1,3,No indica,No indica,No indica,En el municipio de LA PEÑA se tiene un total de Contagio 76,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
586,2020-03-02,2021-08-29,CUNDINAMARCA,LA VEGA,No indica,Análisis situacional,COVID 19,Contagio,Número,1062.0,498,477,42,45,No indica,No indica,No indica,En el municipio de LA VEGA se tiene un total de Contagio 1062,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
587,2020-03-02,2021-08-29,CUNDINAMARCA,LENGUAZAQUE,No indica,Análisis situacional,COVID 19,Contagio,Número,328.0,128,181,8,11,No indica,No indica,No indica,En el municipio de LENGUAZAQUE se tiene un total de Contagio 328,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
588,2020-03-02,2021-08-29,CUNDINAMARCA,MACHETA,No indica,Análisis situacional,COVID 19,Contagio,Número,154.0,78,66,5,5,No indica,No indica,No indica,En el municipio de MACHETA se tiene un total de Contagio 154,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
589,2020-03-02,2021-08-29,CUNDINAMARCA,MADRID,No indica,Análisis situacional,COVID 19,Contagio,Número,11945.0,5863,4994,593,495,No indica,No indica,No indica,En el municipio de MADRID se tiene un total de Contagio 11945,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
590,2020-03-02,2021-08-29,CUNDINAMARCA,MANTA,No indica,Análisis situacional,COVID 19,Contagio,Número,112.0,49,51,7,5,No indica,No indica,No indica,En el municipio de MANTA se tiene un total de Contagio 112,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
591,2020-03-02,2021-08-29,CUNDINAMARCA,MEDINA,No indica,Análisis situacional,COVID 19,Contagio,Número,255.0,116,126,8,5,No indica,No indica,No indica,En el municipio de MEDINA se tiene un total de Contagio 255,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
592,2020-03-02,2021-08-29,CUNDINAMARCA,MOSQUERA,No indica,Análisis situacional,COVID 19,Contagio,Número,14038.0,6771,5969,658,640,No indica,No indica,No indica,En el municipio de MOSQUERA se tiene un total de Contagio 14038,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
593,2020-03-02,2021-08-29,CUNDINAMARCA,NARIÑO,No indica,Análisis situacional,COVID 19,Contagio,Número,73.0,32,27,10,4,No indica,No indica,No indica,En el municipio de NARIÑO se tiene un total de Contagio 73,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
594,2020-03-02,2021-08-29,CUNDINAMARCA,NEMOCON,No indica,Análisis situacional,COVID 19,Contagio,Número,950.0,458,410,47,35,No indica,No indica,No indica,En el municipio de NEMOCON se tiene un total de Contagio 950,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
595,2020-03-02,2021-08-29,CUNDINAMARCA,NILO,No indica,Análisis situacional,COVID 19,Contagio,Número,1879.0,283,1546,17,33,No indica,No indica,No indica,En el municipio de NILO se tiene un total de Contagio 1879,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
596,2020-03-02,2021-08-29,CUNDINAMARCA,NIMAIMA,No indica,Análisis situacional,COVID 19,Contagio,Número,96.0,39,43,11,3,No indica,No indica,No indica,En el municipio de NIMAIMA se tiene un total de Contagio 96,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
597,2020-03-02,2021-08-29,CUNDINAMARCA,NOCAIMA,No indica,Análisis situacional,COVID 19,Contagio,Número,225.0,110,91,12,12,No indica,No indica,No indica,En el municipio de NOCAIMA se tiene un total de Contagio 225,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
598,2020-03-02,2021-08-29,CUNDINAMARCA,OSPINA PEREZ (VENECIA),No indica,Análisis situacional,COVID 19,Contagio,Número,151.0,66,62,12,11,No indica,No indica,No indica,En el municipio de OSPINA PEREZ (VENECIA) se tiene un total de Contagio 151,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
599,2020-03-02,2021-08-29,CUNDINAMARCA,PACHO,No indica,Análisis situacional,COVID 19,Contagio,Número,1283.0,652,544,48,39,No indica,No indica,No indica,En el municipio de PACHO se tiene un total de Contagio 1283,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
600,2020-03-02,2021-08-29,CUNDINAMARCA,PAIME,No indica,Análisis situacional,COVID 19,Contagio,Número,65.0,34,27,2,2,No indica,No indica,No indica,En el municipio de PAIME se tiene un total de Contagio 65,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
601,2020-03-02,2021-08-29,CUNDINAMARCA,PANDI,No indica,Análisis situacional,COVID 19,Contagio,Número,104.0,51,33,5,15,No indica,No indica,No indica,En el municipio de PANDI se tiene un total de Contagio 104,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
602,2020-03-02,2021-08-29,CUNDINAMARCA,PARATEBUENO,No indica,Análisis situacional,COVID 19,Contagio,Número,189.0,72,112,2,3,No indica,No indica,No indica,En el municipio de PARATEBUENO se tiene un total de Contagio 189,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
603,2020-03-02,2021-08-29,CUNDINAMARCA,PASCA,No indica,Análisis situacional,COVID 19,Contagio,Número,197.0,83,85,17,12,No indica,No indica,No indica,En el municipio de PASCA se tiene un total de Contagio 197,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
604,2020-03-02,2021-08-29,CUNDINAMARCA,PUERTO SALGAR,No indica,Análisis situacional,COVID 19,Contagio,Número,769.0,307,407,25,30,No indica,No indica,No indica,En el municipio de PUERTO SALGAR se tiene un total de Contagio 769,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
605,2020-03-02,2021-08-29,CUNDINAMARCA,PULI,No indica,Análisis situacional,COVID 19,Contagio,Número,25.0,11,11,3,0,No indica,No indica,No indica,En el municipio de PULI se tiene un total de Contagio 25,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
606,2020-03-02,2021-08-29,CUNDINAMARCA,QUEBRADANEGRA,No indica,Análisis situacional,COVID 19,Contagio,Número,113.0,59,45,6,3,No indica,No indica,No indica,En el municipio de QUEBRADANEGRA se tiene un total de Contagio 113,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
607,2020-03-02,2021-08-29,CUNDINAMARCA,QUETAME,No indica,Análisis situacional,COVID 19,Contagio,Número,149.0,56,84,3,6,No indica,No indica,No indica,En el municipio de QUETAME se tiene un total de Contagio 149,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
608,2020-03-02,2021-08-29,CUNDINAMARCA,QUIPILE,No indica,Análisis situacional,COVID 19,Contagio,Número,101.0,47,47,5,2,No indica,No indica,No indica,En el municipio de QUIPILE se tiene un total de Contagio 101,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
609,2020-03-02,2021-08-29,CUNDINAMARCA,RAFAEL REYES (APULO),No indica,Análisis situacional,COVID 19,Contagio,Número,329.0,139,161,17,12,No indica,No indica,No indica,En el municipio de RAFAEL REYES (APULO) se tiene un total de Contagio 329,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
610,2020-03-02,2021-08-29,CUNDINAMARCA,RICAURTE,No indica,Análisis situacional,COVID 19,Contagio,Número,682.0,313,281,36,52,No indica,No indica,No indica,En el municipio de RICAURTE se tiene un total de Contagio 682,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
611,2020-03-02,2021-08-29,CUNDINAMARCA,SAN ANTONIO DE TEQUENDAMA,No indica,Análisis situacional,COVID 19,Contagio,Número,369.0,183,161,14,11,No indica,No indica,No indica,En el municipio de SAN ANTONIO DE TEQUENDAMA se tiene un total de Contagio 369,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
612,2020-03-02,2021-08-29,CUNDINAMARCA,SAN BERNARDO,No indica,Análisis situacional,COVID 19,Contagio,Número,122.0,56,55,3,8,No indica,No indica,No indica,En el municipio de SAN BERNARDO se tiene un total de Contagio 122,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
613,2020-03-02,2021-08-29,CUNDINAMARCA,SAN CAYETANO,No indica,Análisis situacional,COVID 19,Contagio,Número,74.0,41,29,2,2,No indica,No indica,No indica,En el municipio de SAN CAYETANO se tiene un total de Contagio 74,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
614,2020-03-02,2021-08-29,CUNDINAMARCA,SAN FRANCISCO,No indica,Análisis situacional,COVID 19,Contagio,Número,356.0,174,148,15,19,No indica,No indica,No indica,En el municipio de SAN FRANCISCO se tiene un total de Contagio 356,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
615,2020-03-02,2021-08-29,CUNDINAMARCA,SAN JUAN DE RIO SECO,No indica,Análisis situacional,COVID 19,Contagio,Número,194.0,85,84,15,10,No indica,No indica,No indica,En el municipio de SAN JUAN DE RIO SECO se tiene un total de Contagio 194,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
616,2020-03-02,2021-08-29,CUNDINAMARCA,SASAIMA,No indica,Análisis situacional,COVID 19,Contagio,Número,613.0,289,269,13,42,No indica,No indica,No indica,En el municipio de SASAIMA se tiene un total de Contagio 613,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
617,2020-03-02,2021-08-29,CUNDINAMARCA,SESQUILE,No indica,Análisis situacional,COVID 19,Contagio,Número,820.0,414,342,29,35,No indica,No indica,No indica,En el municipio de SESQUILE se tiene un total de Contagio 820,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
618,2020-03-02,2021-08-29,CUNDINAMARCA,SIBATE,No indica,Análisis situacional,COVID 19,Contagio,Número,2429.0,1232,1034,86,77,No indica,No indica,No indica,En el municipio de SIBATE se tiene un total de Contagio 2429,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
619,2020-03-02,2021-08-29,CUNDINAMARCA,SILVANIA,No indica,Análisis situacional,COVID 19,Contagio,Número,1161.0,596,476,44,45,No indica,No indica,No indica,En el municipio de SILVANIA se tiene un total de Contagio 1161,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
620,2020-03-02,2021-08-29,CUNDINAMARCA,SIMIJACA,No indica,Análisis situacional,COVID 19,Contagio,Número,562.0,277,229,29,27,No indica,No indica,No indica,En el municipio de SIMIJACA se tiene un total de Contagio 562,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
621,2020-03-02,2021-08-29,CUNDINAMARCA,SOACHA,No indica,Análisis situacional,COVID 19,Contagio,Número,52228.0,26567,21003,2379,2279,No indica,No indica,No indica,En el municipio de SOACHA se tiene un total de Contagio 52228,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
622,2020-03-02,2021-08-29,CUNDINAMARCA,SOPO,No indica,Análisis situacional,COVID 19,Contagio,Número,2871.0,1318,1262,137,154,No indica,No indica,No indica,En el municipio de SOPO se tiene un total de Contagio 2871,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
623,2020-03-02,2021-08-29,CUNDINAMARCA,SUBACHOQUE,No indica,Análisis situacional,COVID 19,Contagio,Número,971.0,458,421,42,50,No indica,No indica,No indica,En el municipio de SUBACHOQUE se tiene un total de Contagio 971,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
624,2020-03-02,2021-08-29,CUNDINAMARCA,SUESCA,No indica,Análisis situacional,COVID 19,Contagio,Número,1646.0,850,675,61,60,No indica,No indica,No indica,En el municipio de SUESCA se tiene un total de Contagio 1646,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
625,2020-03-02,2021-08-29,CUNDINAMARCA,SUPATA,No indica,Análisis situacional,COVID 19,Contagio,Número,60.0,31,25,3,1,No indica,No indica,No indica,En el municipio de SUPATA se tiene un total de Contagio 60,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
626,2020-03-02,2021-08-29,CUNDINAMARCA,SUSA,No indica,Análisis situacional,COVID 19,Contagio,Número,170.0,89,65,10,6,No indica,No indica,No indica,En el municipio de SUSA se tiene un total de Contagio 170,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
627,2020-03-02,2021-08-29,CUNDINAMARCA,SUTATAUSA,No indica,Análisis situacional,COVID 19,Contagio,Número,288.0,97,170,8,13,No indica,No indica,No indica,En el municipio de SUTATAUSA se tiene un total de Contagio 288,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
628,2020-03-02,2021-08-29,CUNDINAMARCA,TABIO,No indica,Análisis situacional,COVID 19,Contagio,Número,1802.0,887,756,72,87,No indica,No indica,No indica,En el municipio de TABIO se tiene un total de Contagio 1802,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
629,2020-03-02,2021-08-29,CUNDINAMARCA,TAUSA,No indica,Análisis situacional,COVID 19,Contagio,Número,365.0,126,215,10,14,No indica,No indica,No indica,En el municipio de TAUSA se tiene un total de Contagio 365,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
630,2020-03-02,2021-08-29,CUNDINAMARCA,TENA,No indica,Análisis situacional,COVID 19,Contagio,Número,314.0,156,136,7,15,No indica,No indica,No indica,En el municipio de TENA se tiene un total de Contagio 314,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
631,2020-03-02,2021-08-29,CUNDINAMARCA,TENJO,No indica,Análisis situacional,COVID 19,Contagio,Número,1465.0,692,620,79,74,No indica,No indica,No indica,En el municipio de TENJO se tiene un total de Contagio 1465,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
632,2020-03-02,2021-08-29,CUNDINAMARCA,TIBACUY,No indica,Análisis situacional,COVID 19,Contagio,Número,107.0,40,55,5,7,No indica,No indica,No indica,En el municipio de TIBACUY se tiene un total de Contagio 107,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
633,2020-03-02,2021-08-29,CUNDINAMARCA,TIBIRITA,No indica,Análisis situacional,COVID 19,Contagio,Número,67.0,28,35,2,2,No indica,No indica,No indica,En el municipio de TIBIRITA se tiene un total de Contagio 67,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
634,2020-03-02,2021-08-29,CUNDINAMARCA,TOCAIMA,No indica,Análisis situacional,COVID 19,Contagio,Número,619.0,298,280,20,21,No indica,No indica,No indica,En el municipio de TOCAIMA se tiene un total de Contagio 619,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
635,2020-03-02,2021-08-29,CUNDINAMARCA,TOCANCIPA,No indica,Análisis situacional,COVID 19,Contagio,Número,5178.0,2484,2186,251,257,No indica,No indica,No indica,En el municipio de TOCANCIPA se tiene un total de Contagio 5178,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
636,2020-03-02,2021-08-29,CUNDINAMARCA,TOPAIPI,No indica,Análisis situacional,COVID 19,Contagio,Número,145.0,62,78,1,4,No indica,No indica,No indica,En el municipio de TOPAIPI se tiene un total de Contagio 145,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
637,2020-03-02,2021-08-29,CUNDINAMARCA,UBALA,No indica,Análisis situacional,COVID 19,Contagio,Número,297.0,103,171,8,15,No indica,No indica,No indica,En el municipio de UBALA se tiene un total de Contagio 297,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
638,2020-03-02,2021-08-29,CUNDINAMARCA,UBAQUE,No indica,Análisis situacional,COVID 19,Contagio,Número,260.0,119,112,17,12,No indica,No indica,No indica,En el municipio de UBAQUE se tiene un total de Contagio 260,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
639,2020-03-02,2021-08-29,CUNDINAMARCA,UBATE,No indica,Análisis situacional,COVID 19,Contagio,Número,4801.0,2255,2202,177,167,No indica,No indica,No indica,En el municipio de UBATE se tiene un total de Contagio 4801,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
640,2020-03-02,2021-08-29,CUNDINAMARCA,UNE,No indica,Análisis situacional,COVID 19,Contagio,Número,278.0,130,130,13,5,No indica,No indica,No indica,En el municipio de UNE se tiene un total de Contagio 278,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
641,2020-03-02,2021-08-29,CUNDINAMARCA,UTICA,No indica,Análisis situacional,COVID 19,Contagio,Número,131.0,62,61,4,4,No indica,No indica,No indica,En el municipio de UTICA se tiene un total de Contagio 131,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
642,2020-03-02,2021-08-29,CUNDINAMARCA,VERGARA,No indica,Análisis situacional,COVID 19,Contagio,Número,152.0,70,76,3,3,No indica,No indica,No indica,En el municipio de VERGARA se tiene un total de Contagio 152,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
643,2020-03-02,2021-08-29,CUNDINAMARCA,VIANI,No indica,Análisis situacional,COVID 19,Contagio,Número,56.0,25,28,1,2,No indica,No indica,No indica,En el municipio de VIANI se tiene un total de Contagio 56,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
